1,2,3,4,5,6
3974.126,6.141,2.47053,2551.7673,39.425,178.4046
7121.9683,10.057,2.466256,1367.321,102.081,233.2595
6102.792,12.905,2.471846,998.5118,78.106,229.4368
2751.8921,5.251,2.465269,2568.0259,54.645,188.5268
4587.7847,7.654,2.457378,1766.7823,60.94,197.9676
3557.8428,6.319,2.466913,2543.3872,58.365,188.5268
4325.2153,7.209,2.463954,1759.7834,79.193,205.0572
5569.8784,7.921,2.471846,1760.9222,99.85,208.2467
5169.7441,7.921,2.461981,1766.7974,101.223,208.2467
5809.4204,12.371,2.47053,999.1748,79.365,229.4368
2414.5593,5.251,2.455733,1773.288,62.256,197.9676
2547.04,5.696,2.4679,2553.6316,41.084,178.4046
5987.0586,7.476,2.463625,2157.7563,154.781,190
4715.1816,10.769,2.470859,1001.6302,37.022,225.5982
5077.3364,7.921,2.466256,1764.6132,82.34,205.0572
5675.145,8.01,2.460995,1755.0793,100.994,208.2467
5563.897,8.811,2.463954,1760.0739,195.236,241.6836
7324.1294,9.701,2.469544,1375.7458,152.893,231.327
4259.1245,6.942,2.462967,1771.7678,44.289,190.3269
3074.5713,6.319,2.461652,1773.2362,43.716,190.3269
4036.9272,6.942,2.460995,1764.08,63.801,197.9676
6300.4668,12.727,2.474147,998.4096,77.305,229.4368
7689.8721,13.617,2.47053,998.904,151.005,244.8175
4874.5776,11.125,2.471517,999.3752,61.111,221.5021
5411.3794,10.858,2.469873,999.4996,44.517,224.5843
4768.1143,9.256,2.473819,1380.6086,36.22,191.0587
3739.0693,7.743,2.471846,1384.0284,50.812,199.8093
6139.5757,8.188,2.460666,2539.6182,80.738,193.8919
5814.2056,7.387,2.465598,2154.3774,96.359,211.9429
4040.5161,8.188,2.477436,1375.1528,36.106,191.0587
5092.8867,10.858,2.471188,998.5948,41.714,225.5982
7257.4395,13.172,2.469544,1000.762,100.307,235.4119
6866.875,18.156,2.398519,598.9166,79.88,221.075
5716.7139,16.999,2.455076,599.2503,41.37,210.0918
3423.8665,6.675,1.278892,1773.2474,42.458,190.3269
6500.8335,7.832,2.458364,2153.968,204.163,190.0223
7699.4414,13.884,2.464612,995.788,149.689,244.8175
5174.2295,11.303,2.47053,1001.0838,42.858,224.5843
5078.2334,10.858,2.479408,998.9164,48.18,224.5843
3151.7273,6.23,2.461981,2164.8281,43.831,185.7625
5836.0361,16.02,2.386024,600.1533,37.994,210.0918
2186.3811,6.408,2.476778,1390.7629,76.961,188.4414
5516.6465,8.01,2.466913,1760.7249,100.422,208.2467
3359.2708,14.952,2.310724,600.0042,96.817,228.1527
3112.5513,5.963,2.466584,2168.1924,42.515,185.7625
3973.5278,6.23,2.468557,2557.3757,45.319,186.0936
6179.0508,17.266,2.452445,599.717,61.97,215.4662
3612.5696,6.675,2.466256,1763.2366,200.558,241.6836
5667.6689,7.565,2.465927,2149.2788,93.098,211.9429
4410.1465,8.544,2.468557,1374.1606,53.387,192.8959
5760.9736,17.8,2.478422,598.8593,41.542,210.0918
5811.5137,7.654,2.460666,2153.6274,150.318,190
6565.4287,9.879,2.458035,1370.2136,102.482,233.2595
6200.2837,7.565,2.463625,2152.7725,147.4,190
5358.4468,11.214,2.469544,998.2236,42.801,225.5982
4572.5332,7.476,2.460666,1764.6606,52.013,195.139
3141.2605,6.052,2.470202,2555.4465,41.084,178.4046
3158.9045,5.785,2.469215,2554.5073,154.838,226.2221
6355.792,19.58,2.479408,599.8766,58.079,215.4662
3789.3105,5.963,2.468886,2554.0466,54.703,186.0936
5000.7783,7.387,2.463954,2152.79,96.302,211.9429
4992.4048,7.476,2.461981,1763.5508,58.422,197.9676
3904.1472,6.408,2.46494,2163.3557,59.338,194.1913
3018.6482,5.785,2.461652,2159.3618,42.343,185.7625
6618.6606,19.669,2.48467,599.3203,77.248,221.075
3343.1221,5.963,2.469873,2165.4146,48.866,171.4773
4844.0737,8.544,2.470859,1373.442,49.152,199.8093
4959.5088,8.722,2.474476,1382.0642,51.27,199.8093
4233.1064,6.764,2.481381,2163.8704,61.512,194.1913
6214.3394,7.387,2.462967,2156.5701,148.773,190
6349.2129,13.083,2.472503,1002.1646,79.822,229.4368
4199.9116,8.366,2.46231,1384.0138,43.659,199.8093
4313.8516,8.099,2.472503,1375.4624,37.88,191.0587
3168.175,6.052,2.468229,2553.1035,50.411,186.0936
3660.7173,7.387,2.465927,2539.8584,37.537,178.4046
5795.3652,17.355,2.46494,599.3162,42.973,210.0918
6996.665,7.654,2.461323,2156.5728,201.473,190.0223
3047.9556,6.141,2.460995,1775.918,39.425,190.3269
3601.2056,6.23,2.463296,2162.3391,50.239,171.4773
5758.2817,10.324,2.467242,1364.3726,203.133,241.6836
3105.3738,6.052,2.471517,2548.6238,38.509,178.4046
4969.9756,8.544,2.460337,1763.1456,200.786,241.6836
3517.1711,15.842,2.401807,599.2915,102.596,228.1527
3745.9478,13.973,2.478422,599.7159,105.343,228.1527
4871.5869,7.654,2.462639,1767.5063,59.452,197.9676
6391.6787,19.402,2.475791,600.0051,61.169,215.4662
7744.8979,13.795,2.466256,998.6482,147.743,244.8175
5664.6782,17.444,2.482697,599.9013,38.052,210.0918
2161.8586,5.073,2.467242,2165.5581,46.062,171.4773
5511.8613,8.277,2.466584,1761.6368,100.25,208.2467
2526.7043,10.591,2.471188,599.4679,73.128,221.075
4102.4199,9.968,2.477436,1372.3042,57.678,192.8959
4730.1343,8.633,2.478093,1367.5394,48.58,199.8093
4218.752,6.675,2.464283,2547.3423,54.302,188.5268
4018.6851,8.366,2.474476,1389.6068,35.648,191.0587
4014.7974,6.853,2.469873,1767.5646,42.057,190.3269
3827.2903,6.675,2.467242,2165.5354,56.877,194.1913
4949.042,7.387,2.466256,2153.8252,83.885,207.3997
3428.9504,6.141,2.466913,2165.9053,47.321,171.4773
3693.613,6.408,2.467571,2161.4719,52.471,171.4773
6292.0937,12.816,2.469544,997.337,76.275,229.4368
3231.575,6.052,2.468557,2161.677,36.392,185.7625
5001.6753,9.078,2.474476,1380.0874,49.896,199.8093
4066.5334,8.188,2.47349,1385.8531,50.297,199.8093
1940.2595,5.073,2.468886,1777.0126,35.133,190.3269
5568.6821,8.722,2.458035,1759.8892,201.13,241.6836
3779.741,6.052,2.466913,2556.7415,60.482,188.5268
5158.9775,11.392,2.47053,1000.735,43.602,225.5982
5279.1973,11.303,2.474476,998.5064,46.177,224.5843
3388.877,5.607,2.462967,2561.9094,51.899,186.0936
4695.7432,9.078,2.474476,1372.3584,55.733,199.8093
5664.0801,16.821,2.450472,599.2619,39.024,210.0918
3679.8567,6.497,2.456062,2160.7478,53.615,171.4773
3230.0796,5.696,2.466256,2559.5017,153.637,226.2221
5270.2261,7.654,2.461323,1760.7318,61.855,197.9676
3394.26,12.104,2.318945,600.1189,150.204,150.709
4011.8066,6.586,2.467571,1765.5302,41.428,190.3269
5716.1157,15.575,2.348867,599.9057,38.166,210.0918
4492.9844,8.989,2.473819,1379.5164,64.144,192.8959
5196.3599,17.088,2.421865,600.0166,48.637,214.6092
5933.229,17.088,2.413316,599.6593,37.651,210.0918
3243.8359,5.963,2.468886,2563.1514,40.455,178.4046
5013.6372,7.476,2.460666,1762.8416,51.041,195.139
4497.7695,8.099,2.476778,1375.2808,55.504,199.8093
6333.9609,18.423,2.468557,599.3736,60.139,215.4662
4605.4287,7.565,2.47053,1764.3146,48.408,195.139
6131.5015,12.727,2.463625,999.8744,76.733,229.4368
7249.3652,8.099,2.463954,2153.5461,199.757,190.0223
5700.2656,15.219,2.311711,600.2694,57.564,215.4662
5198.1538,10.947,2.472503,999.3752,43.716,225.5982
3395.7554,5.785,2.478422,2167.4595,52.185,171.4773
4908.9687,9.523,2.478422,1372.7224,81.024,188.4414
3442.7068,8.811,2.46231,1760.036,50.755,195.139
4350.0366,8.544,2.478751,1378.1967,50.926,199.8093
4760.0396,10.947,2.475791,1001.747,47.665,224.5843
4697.8364,7.832,2.46494,1756.4261,97.218,208.2467
5119.8013,7.031,2.470202,2542.6313,199.299,225.6616
3636.4939,6.23,2.465598,2557.4055,57.85,188.5268
3541.9927,6.408,2.468557,2162.1724,50.755,171.4773
3907.7358,8.188,2.474476,1372.4122,36.793,191.0587
2588.6086,5.34,2.465598,2173.6758,61.34,194.1913
4069.5242,6.586,2.4679,2156.917,60.539,194.1913
4965.1904,6.586,2.464283,2548.8516,78.22,193.8919
4267.498,8.811,2.473161,998.056,50.926,224.5843
6327.6807,16.999,2.47349,599.1064,52.128,214.6092
4062.3469,6.497,2.466584,2159.771,57.964,194.1913
3929.2678,6.586,2.466913,2162.2009,62.427,194.1913
3237.2566,5.963,2.465598,2549.6953,78.22,193.8919
5137.147,9.79,2.473161,1370.061,85.487,188.4414
7887.5469,8.9,2.459679,2146.429,102.596,211.9429
6627.9307,9.79,2.461323,1368.4156,102.425,233.2595
3563.2256,6.586,2.463954,1768.6538,41.771,190.3269
3873.0457,8.366,2.473819,1378.7948,43.201,191.0587
4541.1323,6.408,2.465927,2540.822,58.021,188.5268
3242.9387,6.141,2.463954,2162.8237,35.477,185.7625
4403.5674,7.476,2.460995,1762.21,59.109,197.9676
7157.8545,10.146,2.463954,1361.1572,98.648,233.2595
3300.0579,6.23,2.472503,2554.1177,51.384,186.0936
4697.5376,7.387,2.466584,2150.2651,83.027,207.3997
3069.1885,6.052,2.466584,2162.2502,40.97,185.7625
4623.6709,6.319,2.467242,2549.9451,59.91,188.5268
3020.4426,5.963,2.467242,2562.3542,40.626,178.4046
4991.2085,7.654,2.460666,1758.6986,51.212,195.139
5672.7524,16.999,2.458693,599.8222,40.741,210.0918
4428.0898,10.057,2.476449,999.325,50.812,224.5843
3415.792,6.141,2.473161,2557.4397,35.248,178.4046
5018.7217,18.512,2.477107,599.7536,50.869,214.6092
5106.6436,11.303,2.454747,998.749,44.289,225.5982
3731.8921,8.01,2.474147,1380.0398,43.659,199.8093
7299.3076,13.528,2.475463,996.5542,152.206,244.8175
4370.9707,6.853,2.469544,2158.8086,58.937,194.1913
3501.6204,6.23,2.460337,1774.418,49.553,195.139
5077.3364,7.921,2.467242,1764.6132,82.34,205.0572
3850.3174,6.23,2.463625,2163.9224,58.479,194.1913
5367.7173,14.507,2.259429,600.1561,42.286,210.0918
4231.6113,7.031,2.45935,1769.0378,40.512,190.3269
4815.0659,13.261,2.465927,997.9568,39.94,225.5982
7181.48,9.701,2.472174,1368.998,150.719,231.327
3879.9238,8.455,2.475134,1378.7618,39.425,191.0587
3811.1414,6.586,2.463954,1770.2126,48.752,195.139
6355.4927,7.387,2.4679,2548.019,204.277,225.6616
4920.6318,10.591,2.471188,999.3338,42,225.5982
4295.6089,6.23,2.462639,2557.6421,60.94,188.5268
3758.8069,6.319,2.45935,2551.9092,58.994,188.5268
6641.3887,9.523,2.469544,1371.6882,97.389,233.2595
3776.1521,6.675,2.460008,2163.1768,48.122,171.4773
5295.9443,8.01,2.462967,1762.8271,92.983,208.2467
4414.0342,6.497,2.472503,2555.0894,49.496,186.0936
5262.4507,7.209,2.463954,2155.7129,98.534,211.9429
4885.0444,7.832,2.460337,1764.1788,57.335,197.9676
6067.2051,12.549,2.461652,1001.2576,81.081,229.4368
5613.8389,12.638,2.474147,999.159,59.395,221.5021
4363.7935,8.366,2.470859,1375.948,39.253,191.0587
3226.1919,6.141,2.460008,1772.2244,94.929,208.2467
2938.5017,5.607,2.468886,2167.9463,47.665,171.4773
5786.9912,17.533,2.479408,599.8081,38.624,210.0918
6430.855,18.601,2.478093,599.7958,80.395,221.075
2625.9902,5.251,2.473161,2172.8167,58.136,194.1913
3381.999,6.141,2.464612,2166.4783,37.594,185.7625
5740.6377,17.622,2.479408,599.8858,41.256,210.0918
7345.6611,14.329,2.475791,999.2732,103.34,235.4119
4974.7607,6.675,2.464612,2547.4265,89.092,193.8919
5659.8931,16.91,2.456391,599.0412,38.338,210.0918
4381.4375,6.052,2.464283,2556.0222,58.021,188.5268
3561.1321,8.455,2.47612,1377.338,57.335,192.8959
3908.0349,6.764,2.465927,1768.8398,43.945,190.3269
3634.6995,9.434,2.474476,997.9824,60.539,221.5021
7110.3052,9.968,2.46494,1368.2096,100.365,233.2595
5359.6431,11.214,2.469544,996.3928,44.46,225.5982
2918.7642,7.031,2.307436,999.974,50.926,224.5843
5013.9365,11.214,2.475134,1000.2068,42.686,225.5982
4162.8286,8.455,2.468557,1379.0906,42.229,191.0587
4887.7358,7.476,2.463296,1764.7321,48.637,195.139
4213.3691,7.832,2.474476,1390.239,38.567,191.0587
5054.0098,11.125,2.473819,995.7362,36.278,225.5982
6405.1357,17.266,2.458693,600.2293,51.727,214.6092
3907.1377,6.942,2.464283,2160.0083,77.991,207.3997
3199.875,6.052,2.473819,2551.8174,40.34,178.4046
3163.3904,6.052,2.463296,2164.2617,61.054,194.1913
6064.2144,17.889,2.477436,599.7862,49.953,214.6092
5795.3652,18.423,2.467571,599.3892,48.637,214.6092
4772.002,10.502,2.465598,998.6794,44.002,225.5982
3882.9146,6.853,2.468229,2162.9348,57.335,194.1913
4571.9351,6.319,2.469544,2546.0476,61.455,188.5268
5518.4409,8.544,2.466913,2535.209,201.187,225.6616
3339.8323,6.141,2.468886,2557.2429,52.071,186.0936
4116.7749,7.921,2.475463,1382.3616,38.338,191.0587
1788.041,4.806,2.46494,1777.9969,49.553,195.139
563.7139,3.827,2.46231,2170.5425,80.852,207.3997
5694.5835,17.533,2.478093,599.8058,49.438,214.6092
4760.3389,7.832,2.460337,1766.4098,62.141,197.9676
5167.9497,6.764,2.466913,2558.6892,101.051,210.8388
4008.8162,7.654,2.4679,2155.6865,46.749,171.4773
3656.8296,7.832,2.475463,1386.6284,62.485,192.8959
5821.0835,17.533,2.436991,599.4792,42.171,210.0918
3679.5576,6.319,2.467571,2553.2688,50.125,186.0936
4557.2812,6.497,2.47053,2547.4678,47.836,186.0936
3763.8909,6.764,2.46231,1767.3105,43.316,190.3269
4824.3364,7.209,2.467242,2154.9746,75.932,207.3997
6007.394,7.387,2.469215,2548.9653,202.446,225.6616
5350.3726,6.942,2.465927,2540.0337,82.397,193.8919
4437.3604,7.387,2.466913,1766.764,58.651,197.9676
6771.4771,12.905,2.470202,999.0154,104.027,235.4119
4393.9976,7.654,2.463296,1763.2028,62.542,197.9676
3494.1443,6.675,2.458693,1769.7574,40.226,190.3269
4597.3545,8.633,2.47349,1371.4611,37.937,191.0587
1255.725,4.094,2.08088,2566.9636,40.111,178.4046
4223.2378,6.942,2.460008,1769.3204,40.455,190.3269
4299.4966,6.942,2.470859,2158.6235,63.343,194.1913
5992.1426,16.465,2.393258,599.3852,37.022,210.0918
4944.2573,6.942,2.458035,2158.6021,145.168,190
5984.3667,7.565,2.465598,2149.2515,147.858,190
3971.4343,7.12,2.455733,1764.9094,59.738,197.9676
2893.3447,5.696,2.463296,2165.2754,43.488,185.7625
3634.9985,5.963,2.461323,2552.8347,37.365,178.4046
5376.3901,7.743,2.463954,1762.0458,79.079,205.0572
4058.7583,8.633,2.476778,1380.7338,64.945,192.8959
3768.9749,8.01,2.469544,1380.6215,45.948,199.8093
3886.5032,6.853,2.453432,1766.1204,42.458,190.3269
4055.7676,9.078,2.47349,1382.321,42.744,191.0587
4938.5752,6.675,2.465927,2546.6509,83.027,193.8919
3550.9644,6.319,2.463625,2552.9946,62.656,188.5268
3882.9143,6.408,2.4679,2547.1216,33.989,178.4046
4250.4521,6.408,2.466256,2549.3835,80.28,193.8919
5312.0937,11.303,2.471188,996.8004,45.032,225.5982
3936.4451,6.052,2.478751,2559.6494,46.52,186.0936
2011.1353,8.099,1.989469,600.8141,149.116,150.709
5609.9512,7.387,2.464612,2545.3809,143.223,226.2221
2905.905,11.748,2.159797,599.4142,145.283,150.709
3985.49,9.256,2.47612,1370.7867,55.962,192.8959
5207.126,7.654,2.460995,1764.557,58.079,197.9676
4276.4692,6.319,2.471188,2545.1353,59.738,188.5268
3239.3501,5.963,2.468886,2555.4001,34.389,178.4046
1559.5638,4.895,2.46494,1774.22,36.278,190.3269
7176.396,9.701,2.465598,1371.4467,104.37,233.2595
6165.8931,7.031,2.465598,2540.1787,144.939,226.2221
6713.7598,7.298,2.469215,2546.6655,149.403,226.2221
6129.1094,13.083,2.470859,993.339,77.19,229.4368
3034.4983,6.052,2.457378,2163.7417,38.853,185.7625
4097.3359,8.277,2.475134,1373.792,45.376,199.8093
5449.3594,8.188,2.464612,1759.816,75.874,205.0572
4505.8437,9.078,2.508673,1368.11,57.049,192.8959
