1,2,3,4,5,6
4805.7949,7.565,2.454418,1765.205,62.828,197.9676
4984.0312,18.512,2.49289,599.7483,34.275,210.0918
3766.8813,6.586,2.465927,2157.772,53.043,171.4773
5767.2534,8.188,2.461981,1763.6334,77.763,205.0572
3753.7231,6.23,2.461652,2161.9778,61.169,194.1913
6528.6455,12.549,2.469215,997.117,146.999,244.8175
5926.6494,11.036,2.467242,1371.589,206.051,241.6836
6368.6514,19.402,2.479408,599.807,61.397,215.4662
5017.8242,7.209,2.464283,2155.8523,85.087,207.3997
6232.2827,8.188,2.464612,2142.6809,150.776,190
3839.8506,7.031,2.465927,1766.1667,41.428,190.3269
5696.9761,16.554,2.435347,599.7351,35.706,210.0918
2714.2112,9.345,2.096992,599.3645,151.462,150.709
4588.981,11.748,2.472174,999.443,39.368,225.5982
6234.6753,7.476,2.467571,2155.209,151.577,190
2843.4026,5.785,2.465269,1775.1512,43.545,190.3269
4426.2954,9.701,2.458693,1756.9482,59.395,197.9676
3027.3208,5.34,2.472174,2559.0583,53.902,186.0936
3490.5557,6.319,2.472832,2553.0283,39.082,178.4046
4856.3354,10.769,2.474805,998.0126,42.572,225.5982
6179.0508,17.266,2.439621,599.717,61.97,215.4662
4028.5537,8.544,2.478422,1384.816,34.561,191.0587
3113.4485,6.408,2.463296,2167.5474,41.542,185.7625
5807.3267,17.088,2.445211,599.7827,36.964,210.0918
4835.9995,7.209,2.468557,2156.5776,97.733,211.9429
3556.3474,6.141,2.4679,2168.9026,50.869,171.4773
6102.1938,12.994,2.466256,997.516,75.188,229.4368
6400.6504,19.669,2.478093,600.2537,62.942,215.4662
3065.5996,6.141,2.463296,1771.1451,42.171,190.3269
5398.8193,8.188,2.457049,1764.8929,83.256,205.0572
4721.4619,7.12,2.46494,2158.1555,80.738,207.3997
5852.4844,8.188,2.468886,1762.4056,151.062,218.3649
5121.5957,11.214,2.471846,998.7246,42.286,225.5982
6886.9116,12.816,2.468229,999.1152,100.822,235.4119
5800.4487,18.423,2.4679,599.6262,44.002,210.0918
4245.0688,6.586,2.464283,2552.7427,79.365,193.8919
4331.1963,6.586,2.464612,2550.4263,57.278,188.5268
5754.0957,15.753,2.469215,997.4716,100.25,235.4119
4295.6089,7.654,2.461981,1764.0363,50.297,195.139
5078.8315,7.565,2.468886,2149.9729,100.422,211.9429
3107.4673,5.785,2.477107,2550.6523,39.082,178.4046
6159.0142,20.292,2.478422,600.0689,200.786,146.2
4991.5078,7.654,2.459022,1760.6016,53.215,195.139
3526.1428,6.23,2.470859,2557.6304,42.057,178.4046
3791.4038,6.586,2.466256,2159.7129,58.25,194.1913
5034.5713,6.942,2.4679,2156.866,107.403,211.9429
2551.2268,4.984,2.4679,2169.9221,59.853,194.1913
3305.74,7.832,2.475463,1381.3928,62.256,192.8959
3606.5884,6.23,2.47612,2158.3906,48.58,171.4773
2937.6045,5.874,2.468886,2556.041,39.253,178.4046
3656.8296,6.141,2.465598,2164.0271,48.065,171.4773
3796.4878,6.764,2.468229,2151.3335,60.081,194.1913
4124.5498,8.455,2.471846,1371.8226,37.479,191.0587
3620.9431,6.408,2.47053,2163.9124,50.011,171.4773
6427.2661,7.654,2.462967,2160.8259,144.653,190
4131.1294,10.502,2.474805,999.8026,58.88,221.5021
4820.1494,11.303,2.470859,999.5668,52.986,224.5843
4821.0469,11.214,2.474147,998.9794,38.795,225.5982
6650.958,20.826,2.360047,600.4076,198.04,146.2
4128.438,6.675,2.462967,1765.7352,41.828,190.3269
5160.4731,6.942,2.457706,2541.6501,78.85,193.8919
6992.478,9.434,2.471846,1367.5514,146.255,231.327
3092.5146,5.785,2.47053,2551.2876,54.016,186.0936
7164.7334,12.994,2.466256,993.4984,151.176,244.8175
3414.8948,6.141,2.463954,2160.9983,40.741,185.7625
4011.8066,7.12,2.469544,1767.1851,46.005,195.139
6454.4795,17.444,2.4873,600.3501,52.643,214.6092
2235.7249,5.162,2.464612,1779.9908,79.136,205.0572
4813.5708,8.989,2.474805,1376.4498,79.365,188.4414
3146.3445,5.696,2.466584,2549.9041,37.422,178.4046
5040.2534,11.125,2.47349,997.3812,47.035,224.5843
4010.9094,6.675,2.472174,2546.072,81.367,193.8919
1128.3279,4.361,2.48171,1780.8145,37.25,190.3269
5600.3818,9.79,2.473161,1370.1892,198.669,241.6836
5102.4565,8.099,2.467571,1756.6926,82.741,205.0572
5625.2031,15.308,2.303162,599.5391,56.992,215.4662
7223.0488,9.968,2.467571,1368.8756,101.051,233.2595
5613.2407,17.8,2.469215,600.0232,50.869,214.6092
5783.7017,19.847,2.480066,599.6167,100.422,228.1527
4079.991,6.586,2.456062,2160.2104,61.111,194.1913
6395.8652,12.371,2.465269,1000.6584,98.133,235.4119
5304.019,11.837,2.470202,998.5334,46.291,224.5843
3882.6155,7.476,2.469544,1374.9484,104.313,233.2595
2880.4854,5.696,2.468557,2166.9387,42.057,185.7625
4388.3154,9.256,2.470202,1369.9884,42.629,191.0587
5555.8228,7.209,2.466256,2542.0381,202.389,225.6616
3780.9368,6.675,2.460666,1771.0294,42.057,190.3269
3934.9497,6.764,2.460008,1770.2844,61.397,197.9676
4662.5479,10.591,2.472174,1000.012,35.934,225.5982
6618.3618,9.612,2.467242,1369.9928,98.133,233.2595
5423.3418,11.214,2.463954,999.3742,42.858,224.5843
5203.8359,11.926,2.469215,998.2212,43.602,225.5982
6053.4482,17.8,2.468557,599.9091,49.553,214.6092
2600.8696,5.429,2.465269,2171.272,48.408,171.4773
3906.5398,6.675,2.460666,2163.0564,53.959,171.4773
2906.2041,5.696,2.470202,2555.8333,50.239,186.0936
5027.394,10.68,2.471517,1002.18,44.231,225.5982
5188.8838,17.088,2.435018,600.4906,48.981,214.6092
5904.2202,10.235,2.466584,1369.2754,199.413,241.6836
5074.3457,10.769,2.475463,999.746,46.978,224.5843
2999.2097,5.874,2.463625,2165.8562,43.373,185.7625
3461.2483,6.141,2.47053,2551.7883,52.414,186.0936
3860.7844,6.497,2.462639,2160.416,57.278,194.1913
6524.7573,17.8,2.474147,599.9269,53.387,214.6092
4425.6973,9.078,2.465269,1385.0942,57.392,192.8959
4958.6118,6.853,2.46494,2543.6274,81.196,193.8919
5163.4639,11.036,2.477107,997.2692,43.545,224.5843
3770.1711,6.319,2.464283,2548.7729,36.907,178.4046
6033.7109,15.842,2.33144,599.6569,45.433,214.6092
3077.8611,5.874,2.478422,2559.6948,50.926,186.0936
3742.658,6.497,2.465927,2159.8857,49.61,171.4773
6584.269,18.156,2.478422,599.5839,54.13,214.6092
5483.7505,9.79,2.462967,1755.4368,194.149,241.6836
4672.417,6.23,2.473161,2551.927,59.853,188.5268
3134.6812,7.387,2.466584,1391.5286,76.561,188.4414
2926.5398,6.23,2.47053,2547.9211,53.673,186.0936
4682.8838,10.68,2.471517,997.4562,35.763,225.5982
4245.9658,6.23,2.47349,2558.0999,48.752,186.0936
2210.3052,8.9,2.017747,599.455,152.035,150.709
3905.3435,7.12,2.460337,1762.5934,50.068,195.139
4415.8286,6.764,2.465927,2159.4036,58.536,194.1913
6182.0415,12.816,2.47053,998.5732,77.305,229.4368
5882.9873,12.46,2.475791,998.8882,80.852,229.4368
3045.2642,5.874,2.465269,2168.4983,100.136,211.9429
4850.0552,9.256,2.471846,1371.342,78.85,188.4414
5248.9927,17.533,2.424167,600.0338,50.411,214.6092
4708.3032,8.989,2.474147,1378.6711,38.795,191.0587
5172.1362,9.701,2.472503,1371.7722,85.258,188.4414
5371.9043,11.214,2.467571,999.0804,44.403,224.5843
3201.0713,5.874,2.46494,2168.9329,42.744,185.7625
4321.0283,6.497,2.468557,2551.6086,46.749,186.0936
5580.0464,7.565,2.464283,2148.9512,97.504,211.9429
5020.8145,8.455,2.476778,1375.5824,50.926,199.8093
6986.7959,9.968,2.471188,1372.822,149.059,231.327
6060.0273,12.905,2.476449,998.0798,80.738,229.4368
4319.2339,8.277,2.474476,1374.3584,59.395,192.8959
3659.8201,16.554,2.273239,599.5745,98.762,228.1527
3452.2764,5.696,2.474147,2558.5212,40.283,178.4046
4747.4795,7.743,2.454418,1765.2412,99.678,208.2467
3467.2292,6.052,2.470202,2550.5688,62.256,188.5268
6464.3486,18.868,2.479737,599.5712,76.275,221.075
7616.0059,14.685,2.474147,985.1268,148.601,244.8175
6451.1899,17.978,2.47349,600.0523,53.787,214.6092
2997.4153,5.874,2.466913,2169.3738,40.169,185.7625
5992.1426,16.465,2.386353,599.3852,37.022,210.0918
4519.6006,7.031,2.466256,1767.1556,98.476,208.2467
3133.7839,5.963,2.4679,2546.4648,36.449,178.4046
5993.9365,7.921,2.460008,2150.0183,150.661,190
4280.9551,7.298,2.452445,1767.498,54.245,195.139
4222.0415,9.078,2.472832,1382.8152,35.648,191.0587
4669.4263,10.858,2.476449,997.5498,59.223,221.5021
4057.2629,6.675,2.468557,2163.3398,59.109,194.1913
7094.7544,9.701,2.461323,1372.1934,99.964,233.2595
4434.3701,6.408,2.469215,2550.0117,48.637,186.0936
5400.9126,8.01,2.464283,1759.9937,100.822,208.2467
4341.9624,6.764,2.467571,2542.3572,78.735,193.8919
4556.085,6.942,2.45935,2162.9209,71.583,207.3997
3824.001,6.319,2.465927,2163.1685,147.743,190
5924.855,17.533,2.456391,599.5304,36.163,210.0918
3282.4138,5.963,2.463296,2165.6345,36.449,185.7625
3505.2092,6.141,2.468557,2166.6931,53.673,171.4773
3421.175,6.141,2.469215,2553.895,36.735,178.4046
4091.9531,8.633,2.472832,1372.6748,42.114,191.0587
2708.8284,6.675,2.475791,1389.7266,46.005,199.8093
2556.3108,12.015,2.47612,600.3816,61.512,215.4662
4095.2427,6.497,2.461981,2545.4463,77.248,193.8919
3312.3193,6.23,2.463625,2166.0034,35.992,185.7625
4629.0542,7.031,2.464283,2153.1445,73.357,207.3997
5014.5347,21.36,2.474147,600.0099,38.338,210.0918
3328.1692,6.23,2.466256,2545.3845,62.885,188.5268
6668.6021,9.879,2.471188,1368.2205,107.002,233.2595
3278.5261,6.319,2.468229,2550.2202,52.814,186.0936
3632.9053,6.319,2.468886,2555.6729,41.141,178.4046
6337.8486,18.334,2.478093,599.3158,60.253,215.4662
6337.2505,7.387,2.461981,2155.1282,149.517,190
6827.998,17.978,2.396875,599.5412,85.545,221.075
4240.583,8.366,2.480395,1376.5692,48.695,199.8093
4403.5674,6.319,2.477764,2551.5505,62.714,188.5268
2039.2465,5.162,2.462639,1775.3458,48.008,195.139
4307.272,8.9,2.476778,1384.3872,62.885,192.8959
4818.0562,7.476,2.460008,1772.5364,48.122,195.139
5773.833,8.277,2.460995,1764.7111,100.88,208.2467
4777.6841,6.853,2.460008,2547.7751,100.193,210.8388
4849.7559,11.659,2.475791,997.2992,37.651,225.5982
3522.2551,6.23,2.460337,2163.2263,46.291,171.4773
5081.5225,7.654,2.46231,1765.5562,55.847,195.139
4789.9453,7.209,2.466584,2157.8496,80.338,207.3997
4578.5142,9.078,2.472174,1372.6582,56.82,192.8959
4617.6904,6.853,2.462967,2157.3853,77.305,207.3997
4977.751,7.565,2.460337,1762.075,62.256,197.9676
1461.4741,5.073,2.463625,2560.8596,77.877,193.8919
7322.6338,8.188,2.460337,2143.856,200.157,190.0223
4482.8169,6.942,2.468229,2540.989,104.885,210.8388
4308.4683,8.277,2.476449,1373.8292,36.907,191.0587
3919.698,7.743,2.475463,1392.5674,45.319,199.8093
6781.0469,17.711,2.363993,599.7708,82.855,221.075
4318.0381,6.497,2.4679,2167.365,60.368,194.1913
4718.1724,10.68,2.473161,1364.0846,60.883,192.8959
5034.5713,7.387,2.457378,1765.7065,53.902,195.139
7092.063,10.68,2.466913,1364.7218,194.492,241.6836
3152.6245,5.785,2.465927,2167.9937,49.839,171.4773
3663.4087,5.785,2.468886,2554.218,36.964,178.4046
4436.4634,6.319,2.467571,2551.1628,60.024,188.5268
6429.3594,18.868,2.480395,599.4937,82.283,221.075
2674.1379,5.696,2.467571,2556.2937,43.945,178.4046
4794.73,7.565,2.461323,1760.4771,61.054,197.9676
3163.3904,5.785,2.467242,2563.3818,36.564,178.4046
5607.5591,7.921,2.46494,1760.0483,79.651,205.0572
3887.6995,6.319,2.450801,2551.3521,61.226,188.5268
4806.6924,11.481,2.472174,997.646,62.027,221.5021
5566.2896,6.675,2.461323,2544.676,85.201,193.8919
5043.8418,10.769,2.47349,999.9964,47.55,224.5843
3772.2644,15.842,2.477436,600.8396,200.786,146.2
3702.5847,6.23,2.465269,2547.5293,61.626,188.5268
5003.4697,9.167,2.474805,1371.9618,84.171,188.4414
3444.2021,14.507,2.47349,600.0097,97.561,228.1527
4488.1997,6.497,2.465598,2554.9355,62.714,188.5268
7379.7529,10.146,2.46494,1368.4004,98.591,233.2595
4262.1147,7.209,2.468886,2165.0286,77.877,207.3997
3913.7168,6.141,2.469215,2548.3445,45.204,186.0936
6198.4893,12.816,2.47612,998.1822,80.051,229.4368
5672.7524,16.999,2.440608,599.834,41.714,210.0918
5420.3511,8.01,2.469215,1761.028,98.133,208.2467
5604.5684,8.811,2.466584,2149.9934,82.569,207.3997
4840.4854,9.345,2.456391,1368.9226,78.22,188.4414
5431.416,18.601,2.47612,599.4589,39.94,210.0918
2490.22,5.696,2.467242,1773.3104,49.324,195.139
5682.9204,12.282,2.483025,996.7034,60.024,221.5021
6394.3696,12.638,2.463954,1000.6166,77.133,229.4368
4285.1421,8.722,2.484998,1388.0345,53.043,199.8093
4329.7012,8.366,2.470202,1376.0748,59.395,192.8959
4855.1392,9.167,2.471517,1372.3866,78.85,188.4414
5842.9146,16.465,2.42877,599.8498,37.365,210.0918
3344.0188,5.963,2.466256,2558.2139,37.994,178.4046
3948.4072,6.408,2.460995,2168.0195,59.338,194.1913
3747.7419,7.12,2.469215,1763.0752,50.182,195.139
4718.1724,10.502,2.472174,999.025,49.324,224.5843
6108.7734,17.8,2.482697,599.8168,48.981,214.6092
6481.9932,17.711,2.479408,599.7159,53.959,214.6092
4209.7803,8.366,2.475463,1378.7418,40.226,191.0587
5270.8242,10.68,2.469215,1000.2902,44.06,225.5982
5272.9175,11.57,2.472832,998.5594,42.229,225.5982
5067.4673,10.769,2.471846,998.6632,45.147,224.5843
5015.4316,11.481,2.472503,1000.394,44.06,225.5982
4173.5947,6.675,1.606066,1772.778,41.771,190.3269
6082.1572,12.905,2.478422,995.931,77.763,229.4368
2998.3125,12.371,2.152891,600.4852,152.378,150.709
6282.2246,8.366,2.461652,2151.6658,150.089,190
4224.1353,8.01,2.474476,1373.4498,46.806,199.8093
4006.7227,6.675,2.463625,1770.6932,39.825,190.3269
3600.0093,6.23,2.463625,2545.3884,36.449,178.4046
6740.6743,9.523,2.468229,1364.7701,149.86,231.327
4796.8232,19.135,2.475791,599.9151,35.992,210.0918
5231.0498,7.209,2.463296,2154.5183,95.215,211.9429
4071.6174,6.942,2.470859,2150.6907,58.994,194.1913
3842.8413,8.366,2.471846,1379.3448,36.392,191.0587
4377.251,7.565,1.764228,1763.0692,49.038,195.139
4339.8687,11.837,2.473819,1365.9584,57.85,192.8959
5692.7891,16.643,2.434031,599.7859,39.196,210.0918
3099.6919,5.607,2.464612,2165.5583,48.752,171.4773
4049.7864,8.188,2.472832,1379.1086,39.997,191.0587
5445.7705,18.512,2.475791,598.8663,43.488,210.0918
6190.415,7.387,2.46231,2152.792,154.724,190
5413.772,10.858,2.480395,999.6702,45.09,224.5843
4388.3154,7.12,2.462967,1766.8494,80.223,205.0572
3974.126,9.167,2.477107,1368.3997,60.368,192.8959
3111.355,5.963,2.469873,2552.8484,38.795,178.4046
2901.1201,6.23,2.466584,1763.201,42.458,190.3269
6377.623,20.292,2.455076,599.9038,84.858,221.075
4879.6616,11.659,2.478093,996.1082,42.858,225.5982
5740.3389,7.298,2.463296,2154.8164,99.277,211.9429
3338.9353,6.319,2.4679,2161.752,34.676,185.7625
3443.604,7.654,2.465598,1387.855,45.261,199.8093
4998.3857,8.277,2.474476,1376.7656,52.528,199.8093
4120.6621,7.209,2.463625,2154.4541,97.332,211.9429
3673.2773,17.622,2.296256,600.1284,105.629,228.1527
4093.1494,19.936,2.475134,599.6214,52.357,214.6092
5306.1128,18.423,2.470202,599.8421,47.092,214.6092
2978.575,5.874,2.466913,2166.4949,47.321,171.4773
3992.6672,8.099,2.47053,1375.72,51.67,199.8093
5309.7012,11.214,2.471517,995.7804,44.117,224.5843
5133.8574,7.654,2.463625,1762.8618,59.738,197.9676
6467.04,18.156,2.465927,599.7335,50.068,214.6092
6440.1255,17.444,2.472174,599.2305,52.299,214.6092
5699.0693,12.549,2.479737,999.6702,59.509,221.5021
6334.2598,18.601,2.476778,599.5744,61.512,215.4662
3729.4998,6.408,2.46494,2165.554,53.73,171.4773
2835.9263,5.785,2.463954,2168.1938,41.313,185.7625
5662.585,12.727,2.462639,996.066,59.28,221.5021
7214.6753,14.418,2.469873,996.1404,153.98,244.8175
7140.8086,7.743,2.453103,2151.3086,203.304,190.0223
2963.6223,5.785,2.471188,2569.3196,42.915,178.4046
1281.7426,4.895,2.47053,999.6736,102.711,235.4119
5727.7783,8.544,2.460337,1762.9152,196.266,241.6836
2043.134,5.073,1.764557,2560.4478,104.599,210.8388
3991.77,7.921,2.486314,1378.819,46.349,199.8093
4362.5972,9.345,2.460008,1757.4236,194.206,241.6836
5907.8091,17.622,2.466584,599.7032,50.239,214.6092
4852.4478,10.502,2.470202,999.1698,41.313,225.5982
4195.4258,6.497,2.461652,2551.2666,76.618,193.8919
6290.2993,12.816,2.471846,998.996,77.19,229.4368
3900.2595,6.675,2.483025,1772.5736,41.599,190.3269
5586.3262,18.067,2.472174,599.7603,38.681,210.0918
4628.4561,8.099,2.471846,2543.7166,48.523,186.0936
4028.2546,6.408,2.471188,2549.1602,38.624,178.4046
6716.4517,12.727,2.471188,998.716,104.656,235.4119
4853.0459,18.957,2.474476,599.4875,38.738,210.0918
1898.6909,5.251,2.466256,1779.0084,39.654,190.3269
5044.1411,7.654,2.463625,1765.0402,50.125,195.139
1531.1536,4.895,2.471846,1774.3958,37.022,190.3269
3956.4814,8.455,2.471517,1378.4908,44.06,191.0587
4548.6089,9.167,2.461981,1377.725,59.338,192.8959
5038.7583,11.036,2.462967,999.2928,45.032,224.5843
6437.1348,17.978,2.479408,599.6226,53.501,214.6092
4343.1587,7.921,2.463296,1767.2841,48.866,195.139
5828.8589,12.816,2.466584,996.9234,79.88,229.4368
5749.6094,7.387,2.460337,2153.1787,143.509,190
4373.6621,6.586,2.45935,2167.1235,75.932,207.3997
2077.8245,7.654,2.47053,1000.5784,41.199,225.5982
4332.3926,7.387,2.45935,1768.0428,50.64,195.139
4723.2563,11.125,2.476778,998.514,35.419,225.5982
6173.668,7.298,2.464612,2148.6121,148.087,190
5025.0015,11.036,2.472832,998.894,46.635,224.5843
5845.0073,7.387,2.463954,2156.6472,99.621,211.9429
6682.0601,19.669,2.483683,599.5403,80.28,221.075
4901.1934,8.811,2.476778,1383.8888,45.833,199.8093
5544.7573,7.565,2.471517,2157.6885,83.713,207.3997
3662.8105,6.675,2.469544,2161.9587,59.052,194.1913
3690.6228,6.408,2.468886,2162.9324,47.493,171.4773
4632.6426,6.319,2.465598,2548.6208,57.735,188.5268
4280.0581,6.764,2.463625,1765.0175,39.597,190.3269
4624.5684,7.298,2.463954,1765.4908,52.643,195.139
4741.4985,9.256,2.475134,1369.3346,37.994,191.0587
4139.5024,6.764,2.464612,2157.5718,57.907,194.1913
3878.1294,6.586,2.452116,1764.382,39.825,190.3269
4482.8169,6.853,2.466913,2155.3064,77.877,207.3997
5853.0825,16.198,2.390299,599.5823,37.422,210.0918
3949.3044,6.23,2.469215,2554.5862,52.872,186.0936
5244.5073,10.235,2.47349,1368.4722,194.492,241.6836
6213.4424,9.167,2.460666,1751.4904,149.517,218.3649
3454.6689,6.23,2.371227,2164.4565,49.038,171.4773
3012.0691,11.57,2.151247,600.1063,150.204,150.709
3786.0208,6.497,2.467242,2543.6545,62.656,188.5268
3467.8274,5.963,2.469873,2552.394,32.959,178.4046
3796.7869,6.408,2.471846,2163.3882,61.397,194.1913
3237.8547,7.387,2.47612,1391.1346,77.934,188.4414
6257.4028,7.476,2.474476,2154.1641,152.721,190
4892.5205,8.099,2.460008,1766.0602,200.386,241.6836
3055.1328,5.963,2.482039,2167.3149,45.891,171.4773
5272.9175,7.298,2.465269,2154.5874,95.901,211.9429
3748.3401,6.052,2.470202,2552.9971,42.686,178.4046
5103.0547,11.214,2.482368,998.6726,47.436,224.5843
4773.7964,6.764,2.470859,2539.0208,48.752,186.0936
3181.6328,6.141,2.462967,1772.8499,62.427,197.9676
2949.5669,6.052,2.461652,1769.7281,42.686,190.3269
7379.4541,13.261,2.470202,990.5652,152.492,244.8175
7230.2261,9.701,2.47053,1364.0295,152.035,231.327
7212.8809,9.523,2.47053,1372.1206,154.037,231.327
4692.7524,6.586,2.450144,2546.6399,78.735,193.8919
4165.5205,8.544,2.471517,1381.2074,52.242,199.8093
3916.4084,6.675,2.465269,2156.7368,63.457,194.1913
5450.2563,11.481,2.474476,999.0344,45.319,224.5843
3895.4746,6.319,2.466584,2550.9312,56.419,188.5268
5913.4912,17.177,2.453103,599.4053,60.596,215.4662
3711.2576,6.052,2.45672,2166.4766,58.422,194.1913
4122.4565,6.408,2.465269,2168.5088,79.136,207.3997
4545.6182,8.277,2.474147,1375.4988,47.092,199.8093
6310.0366,16.732,2.415618,599.9091,50.068,214.6092
2815.2915,6.052,2.462967,1769.0354,41.656,190.3269
4714.2847,10.502,2.474476,998.2636,51.098,224.5843
4232.5083,8.188,2.462967,1376.7158,51.784,199.8093
5331.2329,8.01,2.461981,1764.8394,76.79,205.0572
2679.2219,5.518,2.468229,2169.063,41.428,185.7625
2537.7693,7.031,2.476449,1387.1206,57.964,192.8959
3738.4712,6.586,2.467242,2160.5701,46.177,171.4773
5164.959,8.099,2.46231,1762.4526,105.228,208.2467
4952.6304,7.476,2.46231,1765.3879,58.823,197.9676
2453.4363,6.052,1.618233,1392.5804,41.656,191.0587
4115.8774,6.853,2.46231,1765.598,57.85,197.9676
3316.5061,5.607,2.466584,2555.718,63.286,188.5268
4452.6123,11.748,2.475463,999.9452,41.256,225.5982
4525.5815,6.942,2.467571,2157.3657,78.163,207.3997
6349.2129,8.01,2.447842,2537.3372,79.822,193.8919
3679.5576,15.308,2.479408,600.3892,203.705,146.2
4653.8755,9.434,2.471846,1374.7408,81.882,188.4414
6316.6157,9.256,2.465269,2143.0796,149.517,190
3534.8157,6.141,2.453103,2545.9263,40.455,178.4046
3204.3608,5.696,2.466913,2169.3196,51.212,171.4773
3663.1096,6.052,2.4679,2165.8696,50.354,171.4773
3295.8713,6.141,2.462967,2165.053,38.166,185.7625
6934.7603,12.994,2.471188,998.7954,99.22,235.4119
5105.7461,10.858,2.473819,999.182,42.572,225.5982
5240.9185,14.863,2.472832,995.1768,59.795,221.5021
4097.6353,6.675,2.467571,2160.2231,60.654,194.1913
4162.8286,7.298,2.467571,1767.9506,58.422,197.9676
3675.0718,9.256,2.474147,999.5732,59.509,221.5021
3640.9797,6.408,2.470859,2165.0942,50.812,171.4773
2668.7549,5.874,2.464612,1775.5282,37.937,190.3269
4250.1523,8.277,2.472832,1379.4352,48.408,199.8093
6237.9644,17.088,2.399834,599.9102,60.825,215.4662
4273.479,7.12,2.461652,1769.472,43.259,190.3269
4476.8354,6.853,2.472503,2157.885,60.654,194.1913
4170.0063,7.209,2.462639,1763.2738,36.507,190.3269
6924.2935,13.083,2.472174,993.1764,102.825,235.4119
6226.0029,7.298,2.463296,2151.5911,153.351,190
1945.6425,5.696,2.462639,1003.5528,151.005,244.8175
3645.4656,7.209,2.478422,1381.8834,39.082,191.0587
3595.5234,5.874,2.466256,2162.5615,61.626,194.1913
4824.9346,11.392,2.470202,999.9766,54.245,224.5843
3799.7771,6.675,2.461652,1765.3188,42.4,190.3269
6316.6157,19.669,2.47908,599.6551,60.482,215.4662
4496.2739,8.9,2.47612,1384.7136,38.967,191.0587
3516.2739,14.952,2.301189,599.183,198.383,146.2
4556.6831,7.209,2.463296,2164.0759,106.201,211.9429
3069.7866,11.748,2.471188,998.3124,51.613,224.5843
5714.022,15.486,2.32322,598.9972,35.706,210.0918
6920.4058,9.968,2.47349,1368.9696,151.462,231.327
4539.3379,6.942,2.461652,2157.342,59.395,194.1913
6232.2827,16.732,2.402136,599.6425,51.784,214.6092
1546.4054,4.094,2.469873,2568.2346,42.515,178.4046
4944.8555,11.036,2.470202,999.1646,52.528,224.5843
6659.9297,21.004,2.481053,599.7911,201.473,146.2
5118.3066,10.947,2.470202,999.5214,42.286,225.5982
5810.3174,17.355,2.457049,599.6421,39.024,210.0918
3497.7327,5.874,2.463625,2166.3372,61.569,194.1913
3340.7295,6.497,2.45935,1765.5568,39.768,190.3269
7809.4937,13.706,2.465598,999.165,151.405,244.8175
2654.1013,9.612,2.092389,599.119,150.719,150.709
4719.6675,6.764,2.468229,2541.1484,101.967,210.8388
6203.2744,12.816,2.472832,998.912,78.449,229.4368
3072.179,5.785,2.467242,2169.8923,38.395,185.7625
2441.7729,6.497,2.475791,1389.7184,60.768,192.8959
4053.6743,6.497,2.461323,2163.8279,56.133,194.1913
6798.6909,7.476,2.468557,2546.8179,204.163,225.6616
6348.6147,18.779,2.478751,599.8938,59.967,215.4662
6377.3237,17.622,2.490588,599.9094,53.501,214.6092
3276.1335,5.785,2.468886,2557.1909,35.076,178.4046
3556.0483,8.455,2.451788,1000.246,44.002,225.5982
4680.7905,10.235,2.474805,999.6044,43.545,225.5982
4226.8262,8.544,2.472832,1376.6904,41.256,191.0587
6539.1123,9.701,2.468229,1364.9248,101.509,233.2595
4544.1226,9.078,2.472503,1371.017,43.888,191.0587
5804.0376,12.549,2.470859,999.6104,81.024,229.4368
6140.1738,19.936,2.478751,599.7172,202.389,146.2
3176.8479,6.942,2.459679,1761.8715,37.079,190.3269
4865.3066,9.078,1.811907,1370.9474,208.74,241.6836
3996.2556,6.764,2.461981,1769.2328,40.684,190.3269
6211.6479,18.067,2.476778,600.0658,60.482,215.4662
3116.1399,5.429,2.468886,2563.2329,53.73,186.0936
6682.3589,19.135,2.480395,599.3032,83.256,221.075
5830.0552,8.811,2.461652,1754.9323,200.5,241.6836
3791.7029,5.963,2.467571,2552.4656,35.992,178.4046
3594.6262,7.565,2.472174,1380.4812,45.49,199.8093
5423.9399,7.387,2.465269,2547.0684,153.866,226.2221
5594.9985,7.743,2.450801,1763.4562,104.656,208.2467
4244.4707,6.942,2.463296,1767.2502,41.485,190.3269
7160.8452,8.455,2.46494,2147.4468,98.877,211.9429
4478.6299,9.078,2.474805,1369.402,65.918,192.8959
6404.5376,19.491,2.478751,599.7118,59.395,215.4662
3719.3318,6.052,2.4679,2551.4038,41.485,178.4046
4045.5996,6.586,2.475134,2159.4985,59.052,194.1913
4830.0186,9.256,2.464612,1374.7332,80.452,188.4414
5142.2305,10.591,2.468557,999.9954,41.828,225.5982
3504.0129,6.319,2.460995,2172.219,46.864,171.4773
1994.6874,4.895,2.467242,2171.5425,48.523,171.4773
4410.7446,8.366,2.474147,1381.9612,53.215,199.8093
6272.356,7.387,2.461981,2159.5347,149.116,190
4965.4897,8.811,2.472832,1374.1104,45.605,199.8093
6934.7603,18.423,2.419235,599.3946,85.773,221.075
6995.1694,7.565,2.466584,2541.4734,203.762,225.6616
3964.8552,8.188,2.473819,1379.8076,37.765,191.0587
2638.5508,5.696,2.460995,1776.241,47.436,195.139
3742.957,6.942,2.460995,1769.4882,45.376,195.139
4990.3115,7.743,2.460008,1757.3406,59.853,197.9676
5194.8643,17.444,2.433045,599.2353,46.978,214.6092
5117.7085,10.68,2.467242,1001.2384,42.629,225.5982
3930.165,7.565,2.471846,1378.8722,42.286,199.8093
